company,product_name,saving_method,pre_tax_interest_rate,post_tax_interest_rate,max_preference_rate,eligibility,interest_calculation_method,inquiry_info,comparison_disclosure_date,department_contact,preferential_conditions,detailed_eligibility,application_method,post_maturity_interest_rate,other_considerations,product_link,id,institution_type
국민은행,KB차차차 적금,자유적립식,2.5,2.12,8.0,제한없음,단리,"국민은행
(홈페이지)
15889999
(대표번호)",2024-10-21,"(예금)수신상품부(P), 02-1588-9999
(대출)개인여신부(P), 02-1588-9999","항목별 적용 조건 충족시, 최고 연 5.5%p
① 혜택수신 우대이율: 연 1.0%p
② KB패밀리 우대이율: 연 1.0%p
③ KB국민인증 우대이율: 연0.5%p
④ 내차든든 우대이율: 연 3.0%P",제한없음,스마트폰,"- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%","- 개인사업자, 임의단체 및 공동명의 가입 불가
(1인 1계좌)
- KB스타뱅킹 전용상품",https://obank.kbstar.com/quics?page=C016613&cc=b061496:b061645&isNew=Y&prcode=DP01001583,69,은행
부산은행,BNK아기천사적금,자유적립식,2.0,1.69,8.0,제한없음,단리,"부산은행
(홈페이지)
15886200
(대표번호)",2024-10-21,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",*우대이율 최대 6.00%,제한없음,스마트폰,"- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50%
- 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%","1. 가입한도: 월 1만원 이상 30만원 이하 원단위
2.자유적립식",https://www.busanbank.co.kr/ib20/mnu/FPMDPO012001002#none,70,은행
중소기업은행,IBK탄소제로적금(자유적립식),자유적립식,3.0,2.54,7.0,제한없음,단리,"중소기업은행
(홈페이지)
15662566
(대표번호)",2024-10-21,고객 문의 1566-2566,"최고 연 4.00%p
1. 에너지 절감 우대금리 : 최대 연 2.00%p
2. 최초거래고객 우대금리 : 연 1.00%p
3. 지로 또는 공과금 자동이체 우대금리 : 연 1.00%p",제한없음,스마트폰,"만기일 당시 정기적금 만기후금리 적용
- 1개월 이내: 만기일 당시 약정금리x50%
- 1월 초과 6개월 이내: 만기일 당시 약정금리x30%
- 6개월 초과: 만기일 당시 약정금리x20%","1인당 1계좌 가입 가능하며, 계좌당 최소 1만원 이상 1백만원까지 납입 가능",http://mybank.ibk.co.kr/uib/jsp/index.jsp,71,은행
제주은행,MZ 플랜적금,자유적립식,3.6,3.05,5.6,제한없음,단리,"제주은행
(홈페이지)
15880079
(대표번호)",2024-10-30,"상품솔루션부, 064-720-0287","①매월 1회이상 지속적 납입시:1년제: 0.50%
② 목표 금액 달성:0.50%
③ 신용카드,체크카드 합산 사용액 월10만원 이상 사용: 0.50%
* 청년이니까응원합니다 이벤트 : 0.50%",제한없음,"영업점,인터넷,스마트폰","- 만기후 1개월 이내 : (일반)정기적금 기본이자율의 50%
(단, 최저금리 0.1%)
- 만기후 1개월 초과 3개월 이내 : (일반)정기적금 기본이자율의 25%
(단, 최저금리 0.1%)
- 만기후 3개월 초과 : 0.1%",월 납입한도 30만원 이하,https://www.jejubank.co.kr/hmpg/prdGdnc/sid/mndp.do?mode=detail&prdId=SID_fb8cabc3b926451791c0c67b70f21a2e,72,은행
경남은행,주거래 프리미엄 적금,정액적립식,3.3,2.79,4.9,제한없음,단리,"경남은행
(홈페이지)
16008585
(대표번호)",2024-10-21,"리테일금융부(대출문의),055-290-8743
고객기획부(예·적금상품),1600-8585","①주거래우대 0.50%
②공과금 자동이체 0.40~0.60%
③신규고객 0.20%
④주택청약종합저축 보유 0.10%
⑤ 전자명함을 통한 신규 시 0.2%",제한없음,"영업점,인터넷,스마트폰","만기후 1개월 이내: 일반정기예금 기본이율의 50%
만기후 1개월 초과: 일반정기예금 기본이율의 20%","1.계악기간은 1년제, 2년제, 3년제로 한다.
2. 적립금액은 매월 1만원이상, 최고금액은 제한없음",,73,은행
광주은행,여행스케치_남도투어적금,정액적립식,2.8,2.37,4.7,제한없음,단리,"광주은행
(홈페이지)
15883388
(대표번호)",2024-10-21,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의","▶ 최고우대금리 1.9%p
①예금가입일~만기일전일까지 당행이선정한 전라남도 관광지 방문 인증시 : 최고 1.5%p
②신용(체크)카드사용실적300만원이상:최고 0.3%p
③개인(신용)정보 동의: 0.1%p",제한없음,"영업점,스마트폰","만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2
만기후 1개월 초과: 0.1%","1. 가입기간 :12개월제,18개월제
2. 가입금액 : 월 5만원 이상 1백만원 이하 (1인1계좌)
※ 18개월 정액식 기본금리 3.3%, 최고금리 5.2%",,74,은행
광주은행,여행스케치_남도투어적금,자유적립식,2.6,2.2,4.5,제한없음,단리,"광주은행
(홈페이지)
15883388
(대표번호)",2024-10-21,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의","▶ 최고우대금리 1.9%p
①예금가입일~만기일전일까지 당행이선정한 전라남도 관광지 방문 인증시 : 최고 1.5%p
②신용(체크)카드사용실적300만원이상:최고 0.3%p
③개인(신용)정보 동의: 0.1%p",제한없음,"영업점,스마트폰","만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2
만기후 1개월 초과: 0.1%","1. 가입기간 :12개월제,18개월제
2. 가입금액 : 월 5만원 이상 1백만원 이하 (1인1계좌)
※ 18개월 정액식 기본금리 3.3%, 최고금리 5.2%",,75,은행
국민은행,KB반려행복적금,자유적립식,3.0,2.54,4.5,제한없음,단리,"국민은행
(홈페이지)
15889999
(대표번호)",2024-10-21,"(예금)수신상품부(P), 02-1588-9999
(대출)개인여신부(P), 02-1588-9999","항목별 적용 조건 충족시, 최고 연 1.5%p
① 반려동물 등록: 연 0.2%p
② 미지(유기)입양: 연 0.2%p
③ 반려동물애정활동: 연 0.2%p
④ 반려동물요금제: 연 0.2%p
⑤ KB거래감사: 연 0.2%p
⑥ KB첫거래: 연 0.5%p",제한없음,스마트폰,"- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%","공동명의 불가
(1인 최대 3계좌)",,76,은행
하나은행,주거래하나 월복리적금,자유적립식,3.3,2.79,4.3,제한없음,복리,"하나은행
(홈페이지)
15991111
(대표번호)",2024-11-01,"가계수신(예금) 02-1599-1111(리테일사업부)
가계여신(대출) 02-2002-1196(리테일사업부)","최고 연1.0%
- 주거래하나우대(연 0.5%) : 적금만기 전전월말기준 본인명의 당행입출금통장을 통해 계약기간 1/2이상 이체된 주거래실적 1종  - 주거래플러스우대(연 0.9%) : 주거래 하나우대와 동일요건의 거래실적 2종이상 경우
- 온라인.재예치우대 연 최대 0.1%",제한없음,"영업점,인터넷,스마트폰","1개월 이내 : 지급당시 해당기간별 일반정기적금 기본금리 1/2
1개월 초과 : 지급당시 해당기간별 일반정기적금 기본금리 1/4","1. 1인 1계좌만 가능
(급여하나월복리적금,연금하나 월복리적금과 중복가입 불가)
2. 가입금액
- 최저1만원~300만원이하
3. 적립한도
분기당 1만원이상 300만원
(자유적립식)",,77,은행
신한은행,신한 알.쏠 적금,자유적립식,2.9,2.45,4.2,제한없음,단리,"신한은행
(홈페이지)
15778000
(대표번호)",2024-11-08,"개인솔루션부1577-8000(수신)
개인솔루션부1577-8000(여신)","※가산금리 최고 연 1.30%
- 소득이체 : 연 0.6%
- 카드이용 : 연 0.3%
- 오픈뱅킹 : 연 0.6%
- 청약보유 : 연 0.3%
- 마케팅동의 : 연 0.1%
※ 우대금리 항목별 자세한 적용 조건은 상품설명서 참조",제한없음,"영업점,스마트폰","-1개월 이하:(일반) 정기적금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기적금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과 0.10%","1. 가입한도:
월300만원 이하
2. 1인 다계좌",,78,은행
우리은행,우리SUPER주거래적금,정액적립식,2.8,2.37,4.2,제한없음,단리,"우리은행
(홈페이지)
15885000
(대표번호)",2024-10-21,"개인금융솔루션부, 1588-5000
부동산금융부,  1588-5000","1. 거래실적 인정기간 동안 우리은행 입출식 계좌에서 아래 각 항목별 실적이 있는 월 수가 계약기간의 1/2이상인 경우
가. 급여/연금 이체 : 연 0.7%p
나. 공과금 자동이체 출금실적 : 0.3%p
다. 우리카드사 신용/체크카드 결제금액 10만원 이상 출금 : 연 0.3%p
2. 우리은행 상품서비스 마케팅 동의 항목 중 전화 및 SMS항목을 모두 동의한 후 만기해지시점까지 유지 : 연 0.1%p
3. 이 상품 가입 시 금리우대쿠폰 적용한 경우",제한없음,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%
※ 만기시점 약정이율 : 일반정기적금 금리","1. 가입기간 : 1년/2년/3년
2. 가입금액 : 월 50만원 이내",,79,은행
경남은행,행복 DREAM 적금,정액적립식,3.15,2.66,4.15,제한없음,단리,"경남은행
(홈페이지)
16008585
(대표번호)",2024-10-21,"리테일금융부(대출문의),055-290-8743
고객기획부(예·적금상품),1600-8585","①신규일로부터 6개월전까지 당행 적금 미보유 0.2%
②월부금이 50만원 이상인 경우 0.20%
③이 예금을 자동이체로 납입하는 경우 0.2%
④신용(체크)카드 최초발급 후 10만원 이내 이용 0.2%
⑤ 전자명함을 통한 신규 시 0.2%",제한없음,"영업점,인터넷,스마트폰","만기후 1개월 이내: 일반정기예금 기본이율의 50%
만기후 1개월 초과: 일반정기예금 기본이율의 20%","1. 계약기간은 1년 이상 3년 이하 월단위로 한다.
2. 적립금액은 5만원 이상, 최고금액은 제한없음",,80,은행
농협은행주식회사,NH고향사랑기부적금,자유적립식,3.15,2.66,4.15,제한없음,단리,"농협은행주식회사
(홈페이지)
16613000
(대표번호)",2024-11-14,"개인고객부, 02-2080-3397(개인 여신 상품), 3369(개인 수신 상품)","1. 고향사랑기부금 납부고객 우대 : 0.5%p
2-1. 만 65세 이상 고령자 우대 : 0.1%p
2-2. 만 19~34세 MZ고객 우대 : 0.3%p
3. NH채움카드 또는 [zgm.고향으로 카드] 이용실적 우대 : 0.1%p
4. 고향사랑특별금리 : 0.1%p(금리시장상황에 따라 변동 가능)
- 고향사랑특별금리는 상품 가입고객 모두에게 적용",제한없음,"영업점,인터넷,스마트폰","만기후 1년 이내 : 만기시점 계약기간별 기본금리의 1/2
만기후 1년 초과 : 보통예금 금리","1.초입금1만원 이상 및 매회 1천원 이상, 매월50만원이내
2. 고향사랑기부금 우대금리는 농협은행/농축협 영업점 또는 고향사랑e음 홈페이지를 통한 고향사랑기부금 납부실적이 확인되는 경우 제공
3. 연간 판매액의 0.1% 공익기금 적립
※자세한 사항은 상품설명서 참조",,81,은행
수협은행,Sh해양플라스틱Zero!적금 (정액적립식),정액적립식,3.5,2.96,4.0,제한없음,단리,"수협은행
(홈페이지)
15881515
(대표번호)",2024-10-21,"개인금융부(수신), 1588-1515
개인금융부(여신), 1588-1515","* 최대우대금리:0.5%
1. 해양플라스틱감축서약 : 0.1% (신규시)
2. 봉사활동 또는 상품홍보 : 0.2% (만기시)
3. 입출금통장 최초신규 : 0.2% (만기시)
4. 자동이체 출금실적 : 0.2% (만기시)
- 수협신용카드 / 당행 펀드 / 수협체크카드
※단위:연%p",제한없음,"영업점,인터넷,스마트폰","* 만기후 1년 이내
- 만기당시 정기적금
계약기간별 기본금리 1/2
* 만기후 1년 초과
- 만기당시 보통예금 기본금리","- 1인 1계좌
- 월 가입한도 : 100만원",,82,은행
우리은행,우리SUPER주거래적금,자유적립식,2.6,2.2,4.0,제한없음,단리,"우리은행
(홈페이지)
15885000
(대표번호)",2024-10-21,"개인금융솔루션부, 1588-5000
부동산금융부,  1588-5000","1. 거래실적 인정기간 동안 우리은행 입출식 계좌에서 아래 각 항목별 실적이 있는 월 수가 계약기간의 1/2이상인 경우
가. 급여/연금 이체 : 연 0.7%p
나. 공과금 자동이체 출금실적 : 0.3%p
다. 우리카드사 신용/체크카드 결제금액 10만원 이상 출금 : 연 0.3%p
2. 우리은행 상품서비스 마케팅 동의 항목 중 전화 및 SMS항목을 모두 동의한 후 만기해지시점까지 유지 : 연 0.1%p
3. 이 상품 가입 시 금리우대쿠폰 적용한 경우",제한없음,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%
※ 만기시점 약정이율 : 일반정기적금 금리","1. 가입기간 : 1년/2년/3년
2. 가입금액 : 월 50만원 이내",,83,은행
우리은행,WON적금,자유적립식,3.7,3.13,3.9,제한없음,단리,"우리은행
(홈페이지)
15885000
(대표번호)",,,,,,,,,84,은행
우리은행,WON적금,정액적립식,3.7,3.13,3.9,제한없음,단리,"우리은행
(홈페이지)
15885000
(대표번호)",2024-10-21,"개인금융솔루션부, 1588-5000
부동산금융부,  1588-5000","1. 아래 각 항(가, 나)의 조건을 충족하는 경우 합산 최대 연 0.2%p 우대
가. 이 적금을 우리꿈통장, WON통장에 연결하여 가입하는 경우 : 0.1%p
나. 우리 오픈뱅킹 서비스에 타행계좌가 등록되어 있는 경우 : 연 0.1%p",제한없음,"스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%
※ 만기시점 약정이율 : 일반정기적금 금리","1. 가입기간 : 1년
2. 가입금액 : 월 50만원 이내",,85,은행
아이엠뱅크,내손안에 적금,정액적립식,3.31,2.8,3.86,제한없음,단리,"아이엠뱅크
(홈페이지)
15885050
(대표번호)",,,,,,,,,86,은행
농협은행주식회사,NH내가Green초록세상적금,자유적립식,2.85,2.41,3.85,제한없음,단리,"농협은행주식회사
(홈페이지)
16613000
(대표번호)",2024-11-14,"개인고객부, 02-2080-3397(개인 여신 상품), 3369(개인 수신 상품)","※ 우대금리 최대한도 : 1.0%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.3%p
3. 손하나로인증 서비스 등록 : 0.2%p
4. 대중교통이용 : 0.2%p
5. NH내가Green초록세상예금 동시 보유 : 0.2%p",제한없음,"영업점,인터넷,스마트폰","만기후 1년 이내 : 만기시점 계약기간별 기본금리의 1/2
만기후 1년 초과 : 보통예금 금리","초입금5만원 이상 및 매회 1만원 이상, 매월50만원이내
(단, 만기일 전 3개월 이내에는 이전 적립금 합계액을 초과하여 입금불가)
※자세한 사항은 상품설명서 참조",,87,은행
광주은행,VIP플러스적금,정액적립식,3.3,2.79,3.8,제한없음,단리,"광주은행
(홈페이지)
15883388
(대표번호)",2024-10-21,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의","▶ 최고우대금리 0.50%p
①이 예금가입시 VIP고객이거나 가입일 이후부터 만기일전일까지 VIP고객에 선정된 경험이 있는 경우 : 0.3%p
②이 예금 가입일에 정기예금 500만원이상(만기 1년이상) 가입하고 만기일 전일까지 유지한 경우 : 0.2%p",제한없음,"영업점,인터넷,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2
*만기후 1개월 초과: 0.1%","1. 가입기간 : 1년제
2. 가입금액 : 월10만원 이상 5백만원 이하 (1인1계좌)",,88,은행
수협은행,Sh해양플라스틱Zero!적금 (자유적립식),자유적립식,3.15,2.66,3.65,제한없음,단리,"수협은행
(홈페이지)
15881515
(대표번호)",2024-10-21,"개인금융부(수신), 1588-1515
개인금융부(여신), 1588-1515","* 최대우대금리:0.5%
1. 해양플라스틱감축서약 : 0.1% (신규시)
2. 봉사활동 또는 상품홍보 : 0.2% (만기시)
3. 입출금통장 최초신규 : 0.2% (만기시)
4. 자동이체 출금실적 : 0.2% (만기시)
- 수협신용카드 / 당행 펀드 / 수협체크카드
※단위:연%p",제한없음,"영업점,인터넷,스마트폰","* 만기후 1년 이내
- 만기당시 상호부금
계약기간별 기본금리 1/2
* 만기후 1년 초과
- 만기당시 보통예금 기본금리","- 1인 1계좌
- 월 가입한도 : 20만원",,89,은행
전북은행,JB 다이렉트적금(정액적립식),정액적립식,3.45,2.92,3.55,제한없음,단리,"전북은행
(홈페이지)
15884477
(대표번호)",2024-10-21,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의","추가우대금리 :
당행 계좌간 자동이체를 통해 6회이상 입금한 경우
연 0.1% 금리우대",제한없음,"인터넷,스마트폰","√만기후 1개월이내 경과분 : 만기일 현재 계약기간별 정기적금(정액적립식) 실행이율의 1/2
√만기후 1개월초과 경과분 : 연 0.1%","1. 초회불입금 1만원이상, 1인당 월별 최고 5백만원이내
2. 인터넷뱅킹/스마트폰뱅킹 가입상품",,90,은행
광주은행,VIP플러스적금,자유적립식,3.0,2.54,3.5,제한없음,단리,"광주은행
(홈페이지)
15883388
(대표번호)",2024-10-21,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의","▶ 최고우대금리 0.50%p
①이 예금가입시 VIP고객이거나 가입일 이후부터 만기일전일까지 VIP고객에 선정된 경험이 있는 경우 : 0.3%p
②이 예금 가입일에 정기예금 500만원이상(만기 1년이상) 가입하고 만기일 전일까지 유지한 경우 : 0.2%p",제한없음,"영업점,인터넷,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2
*만기후 1개월 초과: 0.1%","1. 가입기간 : 1년제
2. 가입금액 : 월10만원 이상 5백만원 이하 (1인1계좌)",,91,은행
전북은행,JB 다이렉트적금(자유적립식),자유적립식,3.35,2.83,3.45,제한없음,단리,"전북은행
(홈페이지)
15884477
(대표번호)",2024-10-21,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의","추가우대금리 :
당행 계좌간 자동이체를 통해 이 예금으로 자동이체 된 금액에 0.1% 금리 우대",제한없음,"인터넷,스마트폰","√만기후 1개월이내 경과분 : 만기일 현재 계약기간별 정기적금(자유적립식) 실행이율의 1/2
√만기후 1개월초과 경과분 : 연 0.1%","1. 초회불입금 1만원이상, 1인당 월별 최고 1천만원이내
2. 만기직전 1개월간 적립합계는 이전기간 적립금액을 초과할 수 없음
3. 인터넷뱅킹/스마트폰뱅킹 가입상품",,92,은행
국민은행,KB국민프리미엄적금(정액),정액적립식,2.5,2.12,3.4,제한없음,단리,"국민은행
(홈페이지)
15889999
(대표번호)",2024-11-13,"(예금)수신상품부(P), 02-1588-9999
(대출)개인여신부(P), 02-1588-9999","① 단체가입/나라사랑/쿠폰 우대이율:
1년: 연 0.6%p, 2년: 연 0.7%p,
3년: 연 0.9%p, 5년: 연 1.0%p
(중복적용되지 않음, 계약기간별차등적용)
② 교차거래 우대이율: 연 0.3%p",제한없음,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",1인 1계좌,,93,은행
국민은행,KB맑은하늘적금,자유적립식,2.55,2.16,3.35,제한없음,단리,"국민은행
(홈페이지)
15889999
(대표번호)",2024-10-21,"(예금)수신상품부(P), 02-1588-9999
(대출)개인여신부(P), 02-1588-9999","맑은하늘을 위한 미션별 제공조건을 달성하는 경우 각 미션별 우대이율 제공
- 1년제 최고 연 0.8%p, 2년제 최고 연 0.9%p, 3년제 최고 연 1.0%p
① 종이통장 줄이기 미션: 연 0.1%p
② 종이서식 줄이기 미션: 연 0.2%p
③ 대중교통 미션: 1년제 연 0.4%p, 2년제 연 0.5%p, 3년제 연 0.6%p
④ 퀴즈미션: 연 0.1%p",제한없음,"영업점,인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%","공동명의 불가
(1인 최대 3계좌)",,94,은행
수협은행,Sh월복리자유적금,자유적립식,2.2,1.86,2.9,제한없음,복리,"수협은행
(홈페이지)
15881515
(대표번호)",2024-10-21,"개인금융부(수신), 1588-1515
개인금융부(여신), 1588-1515","*최대우대금리:0.7%
-첫거래고객:0.3%
-카드거래:최대0.3%
-복수거래:0.1%
-요구불거래:최대0.2%
-인터넷뱅킹고객:0.1%
-자동이체실적:0.1%
※단위:연%p",제한없음,"영업점,인터넷,스마트폰","* 만기후 1년 이내
- 만기당시 상호부금
계약기간별 기본금리 1/2
* 만기후 1년 초과
- 만기당시 보통예금 기본금리","- 1인 1계좌
- 월 가입한도 : 100만원",,95,은행
웰컴저축은행,웰뱅 라이킷(LIKIT) 적금,자유적립식,2.0,1.69,14.0,제한없음,단리,"웰컴저축은행
(홈페이지)
16610001
(대표번호)",2023-12-04,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀","① 롯데카드 결제계좌를 당행 입출금통장으로 지정 및 납부실적 3개월 이상 (연 2.0%p)
롯데카드 우대조건
② LOCA LIKIT 카드 누적 이용실적 50만원 이상 (연 7.0%p)
③ LOCA LIKIT 카드 자동이체 납부 실적 3개월 이상 (연 3.0%p)",제한없음,스마트폰,"*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간(없을시, 가입 당시 약정금리) 신규약정금리 중 낮은 금리를 적용
*만기 후 1개월 초과 : 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","*실적인정기간 : 적금 가입월부터 만기일의 전전월 말일
*단, 실적인정기간 동안 대상 카드(LOCA LIKIT) 교체/해지/탈회 시 우대금리 미적용 (월 최대 불입액 : 30만원)",,96,저축은행
웰컴저축은행,웰뱅 워킹 적금,정액적립식,1.0,0.85,10.0,제한없음,단리,"웰컴저축은행
(홈페이지)
16610001
(대표번호)",2023-09-18,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀","① 연간 걸음수 달성여부에 따른 우대금리 지급
-1백만보 이상 1.0%p
-2백만보 이상 2.0%p
-3백만보 이상 3.0%p
-4백만보 이상 8.0%p
②6회 이상 당행 입출금 통장을 통한 자동이체로 적금 납입 시 연 1.0%p",제한없음,스마트폰,"- 만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용
- 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용
- 만기 후 1개월 초과 : 연 0.1%",※ 월 최대 불입액 : 20만원,,97,저축은행
웰컴저축은행,WELCOME 아이사랑 정기적금,정액적립식,1.0,0.85,10.0,제한없음,단리,"웰컴저축은행
(홈페이지)
16610001
(대표번호)",2024-08-30,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀","1) 계약기간의 2/3회 이상 웰컴 입출금통장을 통한 자동이체로 납입 : 4.0%p
2) 가입시점 만 16세이하 가구원수에 따른 우대
- 1명 : 1.0%p
- 2명 : 2.0%p
- 3명 이상 : 5.0%p",제한없음,"영업점,스마트폰","*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용
*만기 후 1개월 초과 : 연 0.1%
※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용",1인당 가입한도 월 10만원 (1인 1계좌),https://www.welcomebank.co.kr/,98,저축은행
웰컴저축은행,WELCOME 첫거래우대 e정기적금,정액적립식,3.7,3.13,7.0,제한없음,단리,"웰컴저축은행
(홈페이지)
16610001
(대표번호)",2023-06-21,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀","① 8회 이상 당행 입출금통장 통한 자동이체로 납입 시 연 1.8%p
② 적금 신규일부터 계약상 만기일 전일까지의 입출금통장 평잔 50만원 이상 시 연 1.5%p",제한없음,인터넷,"*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용
*만기 후 1개월 초과 : 연 0.1%
※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용",본 상품은 최초 개설한 예·적금 가입일로부터 30일 이내 가입 가능합니다. (30일 경과시 가입 불가),,99,저축은행
웰컴저축은행,WELCOME 첫거래우대 m정기적금,정액적립식,3.7,3.13,7.0,제한없음,단리,"웰컴저축은행
(홈페이지)
16610001
(대표번호)",2023-06-21,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀","① 8회 이상 당행 입출금통장 통한 자동이체로 납입 시 연 1.8%p
② 적금 신규일부터 계약상 만기일 전일까지의 입출금통장 평잔 50만원 이상 시 연 1.5%p",제한없음,스마트폰,"*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용
*만기 후 1개월 초과 : 연 0.1%
※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용",본 상품은 최초 개설한 예·적금 가입일로부터 30일 이내 가입 가능합니다. (30일 경과시 가입 불가),,100,저축은행
디비저축은행,M-With 유 정기적금(모바일),정액적립식,4.0,3.38,6.5,제한없음,단리,"디비저축은행
(홈페이지)
16004902
(대표번호)",2024-11-13,"고객문의 1600-4902, (공시)개인금융팀 0237051684","약정이율 최대 6.5% =기본4.0% + 우대2.5%(최대)
1) 가입일기준 당행 예적금가입이력 없는 첫거래/동일상품 한달이내 만기해지이력 존재고객 +1.0%
2) 만 19세 이상 만 39세 이하 +0.5%
3) 계약기간중 앱이용 입출금거래 월2회이상 6개월이상 유지 +0.5%
4) 상품서비스안내 및 마케팅 전체 동의 +0.5%",제한없음,스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%","가입금액: 1만원 이상 30만원이하까지 / 가입채널: 스마트뱅킹, SB톡톡+",https://www.idbsb.com/,101,저축은행
웰컴저축은행,웰컴 페이적금,정액적립식,1.0,0.85,6.5,제한없음,단리,"웰컴저축은행
(홈페이지)
16610001
(대표번호)",2024-07-30,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀","1) 계약기간의 2/3회 이상 웰컴 입출금통장을 통한 자동이체로 납입 : 2.0%p
2) 웰컴 입출금통장을 연결하여 거래한 간편결제 또는 체크카드 월평균 이용 실적
- 10만원 이상 30만원 미만 : 1.5%p
- 30만원 이상 50만원 미만 : 2.0%p
- 50만원 이상 : 3.5%p",제한없음,"영업점,인터넷,스마트폰","*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용
*만기 후 1개월 초과 : 연 0.1%
※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용","1인당 가입한도 월 30만원 (1인 1계좌, WELCOME 체크플러스2 정기적금 보유자 가입 불가)",https://www.welcomebank.co.kr/,102,저축은행
